"AÑO","CODIGOINCISO","CODIGOPROGRAMA","CODIGOPROYECTO","NOMBREPROYECTO"
2012,7,815,701,"Renovación de la Flota Automotriz"
2012,7,815,702,"Adquisición y/o renovación de equipamiento informático"
2012,7,815,703,"Mantenimiento y Ampliación Edilicia"
2012,7,815,704,"Renovación de Flota Automotriz"
2012,7,815,717,"Desarrollo Ganadero"
2012,7,815,747,"Desarrollo Rural"
2012,7,815,750,"Mobiliario y equipos de oficina"
2012,7,815,751,"Equipamiento e instrumental de laboratorio y campo."
2012,7,815,752,"Fortalec.de la cap.de Gestión con cargo al Fondo Forestal"
2012,7,815,753,"Renovación de la flota de vehículos de recurso naturales"
2012,7,815,754,"Equipamiento y mejoras edilicias"
2012,7,815,755,"Manejo integrado de Recursos Naturales y Diversidad Biológic"
2012,7,815,757,"Obra de Infraest.,equip,implem.de parques y áreas protegidas"
2012,7,815,758,"Renovación de la flota de vehículos de los Servicios Ganader"
2012,7,815,759,"Proyecto Asistencia Erradicación Fiebre Aftosa"
2012,7,815,760,"Equipos de Laboratorio"
2012,7,815,761,"Mejoras edilicias"
2012,7,815,763,"Trazabilidad Apícola"
2012,7,815,764,"Equipamiento Informático para la Actividad Agropecuaria"
2012,7,815,765,"Equipos para la actividad agropecuaria"
2012,7,815,766,"Equipamiento para control de la calidad de la Sidra"
2012,7,815,767,"Gestión del uso permitido de la fauna silvestre"
2012,7,815,768,"Equipos informáticos y equipos de oficina"
2012,7,815,786,"Renovación flota del programa 4"
2012,7,815,788,"Equip. del laboratorio de protección de alimentos vegetales"
2012,7,815,789,"Mantenimiento, refacciones y equipamiento sede central, regi"
2012,7,815,794,"Equipamiento laboratorios de análisis y diagnósticos"
2012,7,815,800,"""Fideicomiso Financiero de Tierras"""
2012,7,815,801,"""Estudios de Preinversión p/fomentar el Desarrollo del País"
2012,7,815,841,"Sistemas Informáticos y Monitoreo Pesquero"
2012,7,815,842,"Evaluación Recursos Acuáticos, Buque Aldebarán y otros"
2012,7,815,843,"Actualización Tecnológica y Equipamiento"
2012,7,815,844,"Gestión Marina - Componente Pesquero"
2012,7,815,859,"Sistema de Información y Registro Animal (SIRA)"
2012,7,815,913,"Recambio de Vehículos"
2012,7,815,934,"Mant., rep. y eq.de las plant.de silos, sede central,reg.int"
2012,7,815,935,"Cap.téc. post cosecha, marketing, administración"
2012,7,815,971,"Equipamiento y mobiliario de oficina"
2012,7,815,972,"Informática"
2012,7,815,973,"Inmuebles"
2012,7,815,974,"Vehículos"
2012,7,902,0,"Funcionamiento"
2012,8,320,0,"Funcionamiento"
2012,8,320,202,"Apoyo Competit.yProm.PYMES"
2012,8,320,203,"Prog.Incubad. Emp.Art.1L17581"
2012,8,320,204,"Prog.Cap.p/P.y M.E.A1 L17581"
2012,8,320,205,"Prog.Foment.Artesan.A1 L17581"
2012,8,320,206,"Prog.Ap.Soc.G.Reci.A1 L17581"
2012,8,320,207,"Prof.Gest.y Mejora Cal.PYMES"
2012,8,320,208,"Especialización Productiva"
2012,8,320,209,"Digitalización de Marcas y Patentes"
2012,8,320,401,"Invest.Cap.y Ases.Prop.Int.yAf."
2012,8,320,701,"Equipos de Oficina"
2012,8,320,702,"Mobiliario de Oficina"
2012,8,320,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,320,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,320,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,320,722,"Equipamiento y mobiliario de oficina"
2012,8,320,725,"Eficiencia Energética"
2012,8,320,732,"Informatización de la DI.NA.MI.GE"
2012,8,320,737,"Mobiliario y Equipamiento de Oficina"
2012,8,320,745,"Mejora inmueble"
2012,8,320,746,"Mobiliario y equipamiento"
2012,8,320,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,320,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,320,755,"Acondicionamiento local sede"
2012,8,320,766,"Control de la actividad minera"
2012,8,320,767,"Relevamiento aerogeofísico de alta resolución"
2012,8,320,768,"Obras alumbramiento aguas con fines sociales y productivos"
2012,8,320,769,"Actualización de laboratorio"
2012,8,320,770,"Cartografía  y favorabilidad geo-minera"
2012,8,320,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,320,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,320,799,"Equipamiento y mobiliario de oficina"
2012,8,320,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,320,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,320,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,320,805,"Mobiliario y equipamiento de oficina"
2012,8,320,971,"Equipamiento y mobiliario de oficina"
2012,8,320,972,"Informática"
2012,8,320,973,"Inmuebles"
2012,8,320,974,"Vehículos"
2012,8,321,0,"Funcionamiento"
2012,8,321,701,"Equipos de Oficina"
2012,8,321,702,"Mobiliario de Oficina"
2012,8,321,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,321,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,321,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,321,722,"Equipamiento y mobiliario de oficina"
2012,8,321,725,"Eficiencia Energética"
2012,8,321,732,"Informatización de la DI.NA.MI.GE"
2012,8,321,737,"Mobiliario y Equipamiento de Oficina"
2012,8,321,745,"Mejora inmueble"
2012,8,321,746,"Mobiliario y equipamiento"
2012,8,321,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,321,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,321,755,"Acondicionamiento local sede"
2012,8,321,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,321,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,321,799,"Equipamiento y mobiliario de oficina"
2012,8,321,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,321,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,321,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,321,805,"Mobiliario y equipamiento de oficina"
2012,8,321,971,"Equipamiento y mobiliario de oficina"
2012,8,321,972,"Informática"
2012,8,321,973,"Inmuebles"
2012,8,321,974,"Vehículos"
2012,8,322,0,"Funcionamiento"
2012,8,322,208,"Especialización Productiva"
2012,8,322,701,"Equipos de Oficina"
2012,8,322,702,"Mobiliario de Oficina"
2012,8,322,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,322,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,322,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,322,722,"Equipamiento y mobiliario de oficina"
2012,8,322,725,"Eficiencia Energética"
2012,8,322,732,"Informatización de la DI.NA.MI.GE"
2012,8,322,737,"Mobiliario y Equipamiento de Oficina"
2012,8,322,745,"Mejora inmueble"
2012,8,322,746,"Mobiliario y equipamiento"
2012,8,322,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,322,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,322,755,"Acondicionamiento local sede"
2012,8,322,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,322,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,322,799,"Equipamiento y mobiliario de oficina"
2012,8,322,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,322,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,322,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,322,805,"Mobiliario y equipamiento de oficina"
2012,8,322,971,"Equipamiento y mobiliario de oficina"
2012,8,322,972,"Informática"
2012,8,322,973,"Inmuebles"
2012,8,322,974,"Vehículos"
2012,8,323,0,"Funcionamiento"
2012,8,323,701,"Equipos de Oficina"
2012,8,323,702,"Mobiliario de Oficina"
2012,8,323,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,323,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,323,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,323,722,"Equipamiento y mobiliario de oficina"
2012,8,323,725,"Eficiencia Energética"
2012,8,323,732,"Informatización de la DI.NA.MI.GE"
2012,8,323,737,"Mobiliario y Equipamiento de Oficina"
2012,8,323,745,"Mejora inmueble"
2012,8,323,746,"Mobiliario y equipamiento"
2012,8,323,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,323,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,323,755,"Acondicionamiento local sede"
2012,8,323,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,323,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,323,799,"Equipamiento y mobiliario de oficina"
2012,8,323,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,323,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,323,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,323,805,"Mobiliario y equipamiento de oficina"
2012,8,323,971,"Equipamiento y mobiliario de oficina"
2012,8,323,972,"Informática"
2012,8,323,973,"Inmuebles"
2012,8,323,974,"Vehículos"
2012,8,368,0,"Funcionamiento"
2012,8,368,201,"Eficiencia Energética"
2012,8,368,300,"Energías Renovables"
2012,8,368,301,"Canasta Energética"
2012,8,368,302,"Electrificación Rural"
2012,8,368,701,"Equipos de Oficina"
2012,8,368,702,"Mobiliario de Oficina"
2012,8,368,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,368,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,368,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,368,722,"Equipamiento y mobiliario de oficina"
2012,8,368,725,"Eficiencia Energética"
2012,8,368,732,"Informatización de la DI.NA.MI.GE"
2012,8,368,737,"Mobiliario y Equipamiento de Oficina"
2012,8,368,745,"Mejora inmueble"
2012,8,368,746,"Mobiliario y equipamiento"
2012,8,368,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,368,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,368,755,"Acondicionamiento local sede"
2012,8,368,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,368,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,368,799,"Equipamiento y mobiliario de oficina"
2012,8,368,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,368,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,368,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,368,805,"Mobiliario y equipamiento de oficina"
2012,8,368,971,"Equipamiento y mobiliario de oficina"
2012,8,368,972,"Informática"
2012,8,368,973,"Inmuebles"
2012,8,368,974,"Vehículos"
2012,8,369,0,"Funcionamiento"
2012,8,369,701,"Equipos de Oficina"
2012,8,369,702,"Mobiliario de Oficina"
2012,8,369,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,369,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,369,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,369,722,"Equipamiento y mobiliario de oficina"
2012,8,369,725,"Eficiencia Energética"
2012,8,369,732,"Informatización de la DI.NA.MI.GE"
2012,8,369,737,"Mobiliario y Equipamiento de Oficina"
2012,8,369,745,"Mejora inmueble"
2012,8,369,746,"Mobiliario y equipamiento"
2012,8,369,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,369,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,369,755,"Acondicionamiento local sede"
2012,8,369,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,369,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,369,799,"Equipamiento y mobiliario de oficina"
2012,8,369,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,369,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,369,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,369,805,"Mobiliario y equipamiento de oficina"
2012,8,369,806,"Emisoras de Radio y TV frontera"
2012,8,369,807,"Parque Tecnológico Audiovisual"
2012,8,369,808,"Implementación de TV Digital"
2012,8,369,971,"Equipamiento y Mobiliario de oficina"
2012,8,369,972,"Informática"
2012,8,369,973,"Inmuebles"
2012,8,369,974,"Vehículos"
2012,8,815,0,"Funcionamiento"
2012,8,815,701,"Equipos de Oficina"
2012,8,815,702,"Mobiliario de Oficina"
2012,8,815,704,"Estudio y yacimientos de minerales no metálicos en las regio"
2012,8,815,709,"Acondic.oficinas, etc e incorp.de inmueble p/ofics.MIEM"
2012,8,815,714,"Protección Radiológica y Seguridad Nuclear"
2012,8,815,722,"Equipamiento y mobiliario de oficina"
2012,8,815,725,"Eficiencia Energética"
2012,8,815,732,"Informatización de la DI.NA.MI.GE"
2012,8,815,737,"Mobiliario y Equipamiento de Oficina"
2012,8,815,745,"Mejora inmueble"
2012,8,815,746,"Mobiliario y equipamiento"
2012,8,815,747,"Adquisición de equip.informático, actualizaciones software"
2012,8,815,752,"Máquinas, equipos y mobiliario de oficina"
2012,8,815,755,"Acondicionamiento local sede"
2012,8,815,788,"DI.NA.P. Y M.E. Artesanías"
2012,8,815,795,"Capacitación del Personal Técnico de la División Empresas"
2012,8,815,799,"Equipamiento y mobiliario de oficina"
2012,8,815,800,"Estudios de preinvers.para el fomento del desar. productivo"
2012,8,815,801,"Apoyo a la Competitividad y Promoción de PYMES"
2012,8,815,802,"Internac.de la Espec.Product.-Desarrollo y Capacit.Tecnológ."
2012,8,815,805,"Mobiliario y equipamiento de oficina"
2012,8,815,971,"Equipamiento y mobiliario de oficina"
2012,8,815,972,"Informática"
2012,8,815,973,"Inmuebles"
2012,8,815,974,"Vehículos"
2012,9,282,0,"Funcionamiento"
2012,9,282,101,"Implem.piloto de un modelo gestión comun. de esp.deportivos"
2012,9,282,104,"Knock out a las drogas"
2012,9,282,701,"Remodelación Edificio Sede"
2012,9,282,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,282,705,"Desarrollo del Producto Turístico Termal"
2012,9,282,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,282,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,282,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,282,711,"Informática"
2012,9,282,712,"Centros de Informes"
2012,9,282,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,282,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,282,736,"Equipamiento"
2012,9,282,738,"Sistema Nacional de Turismo Social"
2012,9,282,739,"Señaléctica"
2012,9,282,740,"Mantenimiento y reparación de inmuebles"
2012,9,282,742,"Productos turísticos segmentados"
2012,9,282,743,"Automotores"
2012,9,282,751,"Implem.piloto de un modelo gestión comun. de esp.deportivos"
2012,9,282,971,"Equipamiento y Mobiliario de Oficina"
2012,9,282,972,"Informática"
2012,9,282,973,"Inmuebles"
2012,9,282,974,"Vehículos"
2012,9,283,0,"Funcionamiento"
2012,9,283,701,"Remodelación Edificio Sede"
2012,9,283,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,283,705,"Desarrollo del Producto Turístico Termal"
2012,9,283,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,283,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,283,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,283,711,"Informática"
2012,9,283,712,"Centros de Informes"
2012,9,283,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,283,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,283,736,"Equipamiento"
2012,9,283,738,"Sistema Nacional de Turismo Social"
2012,9,283,739,"Señaléctica"
2012,9,283,740,"Mantenimiento y reparación de inmuebles"
2012,9,283,742,"Productos turísticos segmentados"
2012,9,283,743,"Automotores"
2012,9,283,750,"Equipamiento del Laboratorio Control de Dopaje"
2012,9,283,971,"Equipamiento y mobiliario de oficina"
2012,9,283,972,"Informática"
2012,9,283,973,"Inmuebles"
2012,9,283,974,"Vehículos"
2012,9,320,0,"Funcionamiento"
2012,9,320,201,"Mejora competit.dest.turísticos"
2012,9,320,701,"Remodelación Edificio Sede"
2012,9,320,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,320,705,"Desarrollo del Producto Turístico Termal"
2012,9,320,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,320,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,320,708,"Centros de Reuniones"
2012,9,320,711,"Informática"
2012,9,320,712,"Centros de Informes"
2012,9,320,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,320,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,320,736,"Equipamiento"
2012,9,320,738,"Sistema Nacional de Turismo Social"
2012,9,320,739,"Señaléctica"
2012,9,320,740,"Mantenimiento y reparación de inmuebles"
2012,9,320,742,"Productos turísticos segmentados"
2012,9,320,743,"Automotores"
2012,9,320,971,"Equipamiento y mobiliario de oficina"
2012,9,320,972,"Informática"
2012,9,320,973,"Inmuebles"
2012,9,320,974,"Vehículos"
2012,9,321,0,"Funcionamiento"
2012,9,321,201,"Mejora competit.dest.turísticos"
2012,9,321,701,"Remodelación Edificio Sede"
2012,9,321,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,321,705,"Desarrollo del Producto Turístico Termal"
2012,9,321,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,321,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,321,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,321,711,"Informática"
2012,9,321,712,"Centros de Informes"
2012,9,321,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,321,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,321,736,"Equipamiento"
2012,9,321,738,"Sistema Nacional de Turismo Social"
2012,9,321,739,"Señaléctica"
2012,9,321,740,"Mantenimiento y reparación de inmuebles"
2012,9,321,742,"Productos turísticos segmentados"
2012,9,321,743,"Automotores"
2012,9,321,971,"Equipamiento y mobiliario de oficina"
2012,9,321,972,"Informática"
2012,9,321,973,"Inmuebles"
2012,9,321,974,"Vehículos"
2012,9,322,0,"Funcionamiento"
2012,9,322,201,"Mejora competit.dest.turísticos"
2012,9,322,701,"Remodelación Edificio Sede"
2012,9,322,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,322,705,"Desarrollo del Producto Turístico Termal"
2012,9,322,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,322,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,322,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,322,711,"Informática"
2012,9,322,712,"Centros de Informes"
2012,9,322,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,322,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,322,736,"Equipamiento"
2012,9,322,738,"Sistema Nacional de Turismo Social"
2012,9,322,739,"Señaléctica"
2012,9,322,740,"Mantenimiento y reparación de inmuebles"
2012,9,322,742,"Productos turísticos segmentados"
2012,9,322,743,"Automotores"
2012,9,322,971,"Equipamiento y mobiliario de oficina"
2012,9,322,972,"Informática"
2012,9,322,973,"Inmuebles"
2012,9,322,974,"Vehículos"
2012,9,323,0,"Funcionamiento"
2012,9,323,201,"Mejora competit.dest.turísticos"
2012,9,323,701,"Remodelación Edificio Sede"
2012,9,323,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,323,705,"Desarrollo del Producto Turístico Termal"
2012,9,323,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,323,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,323,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,323,711,"Informática"
2012,9,323,712,"Centros de Informes"
2012,9,323,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,323,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,323,736,"Equipamiento"
2012,9,323,738,"Sistema Nacional de Turismo Social"
2012,9,323,739,"Señaléctica"
2012,9,323,740,"Mantenimiento y reparación de inmuebles"
2012,9,323,742,"Productos turísticos segmentados"
2012,9,323,743,"Automotores"
2012,9,323,971,"Equipamiento y mobiliario de oficina"
2012,9,323,972,"Informática"
2012,9,323,973,"Inmuebles"
2012,9,323,974,"Vehículos"
2012,9,345,0,"Funcionamiento"
2012,9,345,701,"Remodelación Edificio Sede"
2012,9,345,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,345,705,"Desarrollo del Producto Turístico Termal"
2012,9,345,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,345,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,345,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,345,711,"Informática"
2012,9,345,712,"Centros de Informes"
2012,9,345,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,345,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,345,736,"Equipamiento"
2012,9,345,738,"Sistema Nacional de Turismo Social"
2012,9,345,739,"Señaléctica"
2012,9,345,740,"Mantenimiento y reparación de inmuebles"
2012,9,345,742,"Productos turísticos segmentados"
2012,9,345,743,"Automotores"
2012,9,345,971,"Equipamiento y mobiliario de oficina"
2012,9,345,972,"Informática"
2012,9,345,973,"Inmuebles"
2012,9,345,974,"Vehículos"
2012,9,346,0,"Funcionamiento"
2012,9,346,701,"Remodelación Edificio Sede"
2012,9,346,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,346,705,"Desarrollo del Producto Turístico Termal"
2012,9,346,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,346,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,346,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,346,711,"Informática"
2012,9,346,712,"Centros de Informes"
2012,9,346,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,346,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,346,736,"Equipamiento"
2012,9,346,738,"Sistema Nacional de Turismo Social"
2012,9,346,739,"Señaléctica"
2012,9,346,740,"Mantenimiento y reparación de inmuebles"
2012,9,346,742,"Productos turísticos segmentados"
2012,9,346,743,"Automotores"
2012,9,346,971,"Equipamiento y mobiliario de oficina"
2012,9,346,972,"Informática"
2012,9,346,973,"Inmuebles"
2012,9,346,974,"Vehículos"
2012,9,363,0,"Funcionamiento"
2012,9,363,701,"Remodelación Edificio Sede"
2012,9,363,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,363,705,"Desarrollo del Producto Turístico Termal"
2012,9,363,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,363,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,363,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,363,711,"Informática"
2012,9,363,712,"Centros de Informes"
2012,9,363,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,363,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,363,736,"Equipamiento"
2012,9,363,738,"Sistema Nacional de Turismo Social"
2012,9,363,739,"Señaléctica"
2012,9,363,740,"Mantenimiento y reparación de inmuebles"
2012,9,363,742,"Productos turísticos segmentados"
2012,9,363,743,"Automotores"
2012,9,363,971,"Equipamiento y mobiliario de oficina"
2012,9,363,972,"Informática"
2012,9,363,973,"Inmuebles"
2012,9,363,974,"Vehículos"
2012,9,400,0,"Funcionamiento"
2012,9,400,701,"Remodelación Edificio Sede"
2012,9,400,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,400,705,"Desarrollo del Producto Turístico Termal"
2012,9,400,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,400,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,400,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,400,711,"Informática"
2012,9,400,712,"Centros de Informes"
2012,9,400,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,400,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,400,736,"Equipamiento"
2012,9,400,738,"Sistema Nacional de Turismo Social"
2012,9,400,739,"Señaléctica"
2012,9,400,740,"Mantenimiento y reparación de inmuebles"
2012,9,400,742,"Productos turísticos segmentados"
2012,9,400,743,"Automotores"
2012,9,400,971,"Equipamiento y mobiliario de oficina"
2012,9,400,972,"Informática"
2012,9,400,973,"Inmuebles"
2012,9,400,974,"Vehículos"
2012,9,442,0,"Funcionamiento"
2012,9,442,701,"Remodelación Edificio Sede"
2012,9,442,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,442,705,"Desarrollo del Producto Turístico Termal"
2012,9,442,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,442,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,442,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,442,711,"Informática"
2012,9,442,712,"Centros de Informes"
2012,9,442,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,442,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,442,736,"Equipamiento"
2012,9,442,738,"Sistema Nacional de Turismo Social"
2012,9,442,739,"Señaléctica"
2012,9,442,740,"Mantenimiento y reparación de inmuebles"
2012,9,442,742,"Productos turísticos segmentados"
2012,9,442,743,"Automotores"
2012,9,442,971,"Equipamiento y mobiliario de oficina"
2012,9,442,972,"Informática"
2012,9,442,973,"Inmuebles"
2012,9,442,974,"Vehículos"
2012,9,815,0,"Funcionamiento"
2012,9,815,701,"Remodelación Edificio Sede"
2012,9,815,704,"Desarrollo del Producto Turístico Histórico Cultural"
2012,9,815,705,"Desarrollo del Producto Turístico Termal"
2012,9,815,706,"Desarrollo del Producto Turístico Sol y Playa"
2012,9,815,707,"Desarrollo del Producto Turístico de Naturaleza"
2012,9,815,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2012,9,815,711,"Informática"
2012,9,815,712,"Centros de Informes"
2012,9,815,725,"Mejoras de la competitividad de Destinos Turísticos"
2012,9,815,735,"Adquisicion de equipos, mobiliario y automotores"
2012,9,815,736,"Equipamiento"
2012,9,815,738,"Sistema Nacional de Turismo Social"
2012,9,815,739,"Señaléctica"
2012,9,815,740,"Mantenimiento y reparación de inmuebles"
2012,9,815,742,"Productos turísticos segmentados"
2012,9,815,743,"Automotores"
2012,9,815,971,"Equipamiento y mobiliario de oficina"
2012,9,815,972,"Informática"
2012,9,815,973,"Inmuebles"
2012,9,815,974,"Vehículos"
2012,10,280,0,"Funcionamiento"
2012,10,280,302,"Mantenimiento del programa"
2012,10,280,701,"Fortalecimiento  institucional"
2012,10,280,702,"Convenios"
2012,10,280,706,"Equipamiento informático"
2012,10,280,712,"Anillo Colector Perimetral de Montevideo"
2012,10,280,722,"Rutas Varias"
2012,10,280,725,"Fortalecimiento Institucional"
2012,10,280,730,"Inversión de Ejercicios Anteriores"
2012,10,280,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,280,750,"Rutas"
2012,10,280,752,"Puentes"
2012,10,280,754,"Seguridad Vial"
2012,10,280,756,"Mejoramiento Institucional"
2012,10,280,757,"Puertos y Vías Navegables"
2012,10,280,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,280,759,"Gastos de estudio y preinversión"
2012,10,280,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,280,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,280,762,"Adquisición de maquinaria"
2012,10,280,763,"Renovación del Parque Automotor"
2012,10,280,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,280,765,"Expropiaciones para Obras"
2012,10,280,766,"Mantenimiento de balanzas"
2012,10,280,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,280,771,"Adquisición de vehículos"
